101	2820	2
104	3586	19
728	2724	3
5436	9649	41
107	6355	9
3315	9480	11
1796	8943	5
1352	2668	1
107	1109	26
105	3522	31
112	1244	31
101	4621	5
5390	8992	20
14	6854	16
238	7788	1
397	8116	10
101	8719	2
1326	3730	34
103	7302	27
101	4298	5
101	3497	10
11154	9510	7
11729	4534	9
27457	352	9
147	9936	13
2	5650	25
5860	8612	4
121	1805	1
12777	2624	5
12	3174	10
129	9381	6
122	629	3
567	4564	26
12	1863	15
111	6077	11
104	2798	13
104	8612	27
14	8054	41
7666	3769	15
28587	1542	15
105	6918	3
4146	8624	4
139	7186	7
2928	4561	7
114	2346	21
4103	8908	27
11911	4218	5
847	518	16
331	4569	14
223	8942	0
57	2303	0
113	6131	17
1807	2170	9
14971	1091	0
102	3389	34
16309	3084	0
108	5044	10
101	1478	9
8	4253	17
7495	5252	3
469	3948	4
6132	5184	6
5056	2675	3
121	2220	0
101	3842	16
11054	2763	23
3358	653	9
15450	1069	4
12	8777	4
1877	7106	42
104	1359	12
102	4354	10
5362	7193	33
662	2193	3
110	725	1
181	7235	20
1909	1404	7
108	6961	5
57	4345	23
428	4416	15
30624	3653	14
33087	5230	5
12	1965	3
517	8576	2
391	8453	6
234	2270	37
4074	4349	17
5159	8042	0
29633	5639	8
110	5712	11
101	6179	16
791	5694	1
2129	568	0
5976	8089	12
103	7851	23
132	5792	17
3842	4417	22
19144	7768	18
101	6598	12
5071	4995	0
153	5715	19
6360	1098	0
6753	5790	19
2778	225	1
4188	4688	6
29060	1445	42
104	4554	6
26464	5646	3
108	3088	5
121	2667	0
117	6980	17
618	9338	9
2139	1543	19
120	2574	18
141	8386	18
8	2574	37
8149	9695	20
19370	7506	0
101	1345	11
101	3680	14
14	5927	19
27889	8793	31
507	3838	0
17835	5257	0
113	3954	4
109	4951	14
28678	5332	13
1505	4708	5
12	228	3
257	2516	1
17173	1590	22
14	2528	22
106	4091	1
101	5993	9
103	1606	24
186	9874	0
14	6	19
14	7525	28
3175	833	4
15374	1104	0
328	8474	13
14975	9583	2
692	9207	17
103	6626	23
1379	491	0
101	2253	6
12	966	31
102	9935	27
304	2086	8
157	7801	17
104	5314	16
102	5837	28
107	3836	13
12	2306	6
1926	8597	31
8662	4209	12
105	2501	25
138	7544	5
108	3442	27
164	1856	31
12	98	21
12	3213	18
113	4978	1
14	6438	18
101	2725	22
279	7381	12
6795	2576	2
14	5164	9
3642	6026	8
7545	8391	6
102	3592	1
26250	2544	18
114	3458	3
102	770	26
862	2837	16
16	8597	7
106	4214	8
117	5444	4
1825	3609	23
526	1411	32
101	5218	19
101	8003	22
2082	3763	14
358	9225	6
113	7184	10
1454	1109	20
102	5889	6
205	9270	8
22822	8656	12
2620	6347	13
8515	5812	31
556	4842	10
102	3726	23
12	8515	10
2562	8317	7
660	87	11
9487	2640	9
9681	9771	0
861	478	26
3436	1649	13
110	3732	2
1618	9359	10
105	7976	3
2028	1145	15
764	1364	15
343	386	0
7759	8089	7
3001	9909	2
16869	5490	38
2183	9450	11
487	4353	17
378	5666	26
6655	120	5
783	3988	2
24347	7527	21
109	2859	40
1382	4187	8
24751	2591	19
5386	1252	2
105	3328	1
101	1384	13
980	2954	1
1220	7029	10
102	1714	35
16957	1809	33
104	5677	2
106	4051	19
14	9063	14
21598	646	26
2970	3263	9
101	3081	10
120	2270	45
101	1832	15
101	5796	7
127	8414	42
12	1347	5
391	6671	2
1901	419	10
4670	7019	21
300	9154	45
12	9421	10
129	7554	14
244	4528	9
2436	6057	17
2067	7029	1
107	5539	35
4325	3146	1
101	9474	10
116	3570	32
105	2858	11
108	7382	1
106	954	2
22084	8791	23
101	7398	8
101	6087	13
104	7562	17
177	5812	41
12	1924	5
108	7562	38
102	6574	3
201	1726	0
104	7279	13
386	7199	18
236	3151	5
1827	3033	13
19151	3915	3
2315	6114	10
793	3635	16
103	8937	7
111	1366	3
3183	1713	21
288	1883	33
107	3889	3
107	7869	11
14911	8117	4
5605	7618	14
2941	561	11
101	1248	31
243	3064	27
23728	7426	4
114	3880	13
1477	5569	6
331	6865	13
246	1425	21
437	8700	9
125	1541	28
103	41	14
121	3019	0
856	4032	15
784	5850	23
8	9208	22
101	7180	4
13	1467	3
1912	6390	30
14	2333	37
120	810	9
527	807	32
1953	8307	5
20046	7759	8
12	4396	3
6147	7407	20
858	699	20
12	898	23
14	4471	40
515	5703	1
3126	3260	24
107	7988	13
18136	3843	27
110	4445	3
121	2316	0
3715	3584	14
17561	4628	11
2377	5304	1
105	7081	19
292	8557	20
101	2185	14
106	7412	1
103	5449	24
1676	7867	1
314	7963	4
774	3841	9
102	8964	7
102	9418	5
107	5716	30
116	4966	18
109	6324	21
447	9795	11
8014	2761	16
101	2861	4
14	5007	5
564	7453	8
2798	1941	22
1763	9289	8
106	9149	11
102	8516	5
185	8699	14
141	7433	4
104	9568	23
7129	9103	3
23965	5444	11
107	8765	5
490	4983	1
101	5134	9
17	3849	9
874	2571	37
101	4645	23
106	6971	23
14	6923	30
27104	6610	18
103	6567	11
12	8617	6
4	5755	8
116	8832	29
12	7492	6
101	8294	6
21	9281	12
32138	9592	9
285	2135	9
101	7307	6
101	3335	14
4430	5429	8
105	4808	20
2844	8745	10
114	895	37
8540	7647	9
101	3621	18
101	5485	3
392	6562	0
464	6273	8
17522	5165	0
915	4278	6
111	6366	20
135	1588	1
112	1227	32
1394	6563	15
419	3231	13
12	3599	14
145	4134	16
1579	1871	23
3844	2563	21
101	7656	12
350	564	3
26196	574	4
11458	326	2
1542	497	30
102	9293	7
12	7145	14
14	6517	37
32585	5621	6
194	7662	11
251	1602	14
16137	4577	15
554	8584	10
13876	4690	12
12	71	18
102	9550	22
101	8198	29
2033	6729	22
129	4582	10
102	2670	8
107	9144	2
140	517	28
122	5816	0
2323	6191	4
12	6315	9
1025	8620	4
394	5697	26
14	740	20
3956	662	35
108	8368	2
20584	9759	7
1147	8573	21
101	1728	6
124	9460	2
20114	6828	19
2995	7543	2
666	590	19
8168	8230	4
24730	3827	7
12	7586	11
102	5167	27
2030	4968	12
12	1807	6
104	2883	24
5862	457	4
101	2443	11
1284	1997	8
183	4517	16
554	3630	2
3423	5941	3
109	7159	6
9350	7489	0
477	1296	13
539	2732	9
469	8431	11
106	8118	6
1190	5913	17
14	768	28
1516	537	11
915	9073	4
120	4005	21
1593	1161	10
502	3491	19
1003	2061	33
33144	4586	0
16133	520	10
109	3153	4
22760	1807	15
604	8886	15
4313	5488	29
104	8555	16
102	5453	5
118	3372	15
418	7105	3
113	4950	18
12	8237	21
3439	2716	12
3868	4175	6
12	2919	3
7067	2654	25
106	3772	24
115	9440	16
101	393	6
274	4020	13
101	2728	3
103	3525	24
12480	9869	18
118	9193	13
12	7809	3
2446	6118	10
617	523	17
101	9608	29
101	557	12
106	7537	6
110	5910	6
750	5810	19
2860	9996	5
815	8840	23
104	6371	8
14	6969	38
2711	1791	8
120	7649	13
114	4679	3
1060	5137	2
2838	883	14
1108	4864	9
659	5443	35
101	802	28
452	5338	22
701	9928	9
1300	702	17
29847	5279	17
106	7579	10
106	248	5
8119	2823	38
101	6250	13
57	4563	0
113	1534	20
26101	8538	26
27558	5210	30
14	8967	21
112	9813	11
564	244	16
861	7388	26
1305	6091	1
14	5323	16
101	9167	25
105	7275	16
58	1	11
14	8640	21
306	966	1
352	9234	14
8038	2642	21
114	8899	18
724	8552	11
329	5470	13
7969	3970	23
131	3815	7
1067	6379	3
103	326	5
105	8994	26
907	8529	8
101	6055	22
14	1473	14
102	6187	4
104	1698	27
577	331	4
14	6919	31
1202	6678	9
3998	8556	24
14	3232	9
144	8545	0
2909	1105	5
2220	108	4
102	3113	12
104	1287	5
2785	6613	27
6873	3181	3
5444	2135	28
125	7203	18
1521	7689	11
107	4659	3
1010	6149	7
12	911	2
12	3936	5
301	7345	3
102	8520	4
389	5454	21
104	9031	8
8	2105	3
119	9262	7
3196	1748	14
6	9115	21
101	1578	10
337	1901	14
1997	4455	3
7626	6275	6
103	4398	5
2868	1204	7
12	6790	5
102	866	1
15645	9623	8
16	3441	8
12	8613	7
14	3672	36
16	1394	17
107	732	1
120	8424	5
3643	2148	0
105	1784	36
114	2318	6
148	7254	6
116	5730	5
122	2865	3
102	8654	18
119	9961	7
112	8766	23
106	5819	27
2703	7241	4
335	3522	2
103	5159	7
129	804	4
102	513	11
2884	8539	7
1169	3705	12
4471	3479	3
16589	8906	33
101	4334	22
366	1850	7
195	3489	2
108	8505	4
106	4018	28
112	6067	4
4127	9860	7
14	8931	29
117	8239	26
176	7027	0
245	1554	22
14	1350	12
106	5900	11
3848	5111	6
105	3378	22
101	881	4
117	5616	5
5314	9312	6
8164	9927	2
12025	722	15
9279	1732	21
104	5215	23
1874	6594	37
16634	2485	37
122	5632	0
131	5279	4
109	9921	12
677	8870	14
110	3907	9
16813	1015	3
106	4064	16
132	3670	15
644	1182	23
4700	2692	17
28261	1426	11
16678	9568	22
11792	508	6
785	1324	22
14	9670	40
2942	9290	25
1092	2629	12
166	6012	0
2	4657	35
2030	7323	1
12	2300	11
2681	846	33
110	7176	1
14	8595	13
21	5724	16
292	3510	25
2701	1401	26
105	190	27
110	2991	23
418	2186	36
101	5200	4
109	2407	4
102	4953	25
5353	8032	6
102	5271	27
122	5319	0
10767	7409	7
187	1614	8
30888	1573	34
340	3094	6
109	2178	24
26512	6253	17
14	8070	32
24509	7420	9
14	9170	27
9162	6854	3
101	7381	11
2338	1599	0
101	4154	12
26255	5671	3
477	9666	10
2432	7520	5
22498	708	18
572	635	9
8528	2353	7
3961	974	8
107	9289	2
2156	4463	21
3365	2340	13
806	2764	2
1229	3698	16
2272	1865	19
103	5399	21
2550	8444	15
13875	6951	1
495	6799	20
2211	4016	22
116	9489	6
1769	4558	25
1040	9449	23
441	2409	23
203	8998	10
107	9736	20
125	4923	7
582	8654	23
696	356	8
119	5530	4
482	5821	25
14	5151	10
593	8219	2
14	3762	7
628	2328	9
192	7331	24
285	3300	14
236	497	31
3332	7228	15
8	8194	17
127	1108	29
2741	6562	13
101	8775	36
4939	9129	13
861	1990	7
10537	492	16
101	305	6
11832	5545	25
14	2554	19
10077	5917	8
3154	7657	39
29171	6229	7
469	6679	3
427	5174	26
168	4020	0
12	1840	4
1619	4799	12
1067	1784	28
5110	8311	10
125	3899	2
12	2618	31
6712	7562	27
17	7415	20
14	6300	23
18921	2915	10
256	9610	0
10346	7065	1
886	2677	19
2687	4459	8
125	8880	6
104	1692	13
109	1024	17
1205	3747	18
104	7167	2
12	2010	8
12	20	10
1521	6748	1
120	6358	25
700	3259	5
753	2061	6
30368	9746	6
101	2398	5
106	1934	7
782	8684	9
2458	4291	8
3393	2260	20
102	7295	26
319	1425	24
109	5386	15
4245	4616	14
125	6384	14
107	3496	14
4873	1969	6
266	5170	19
4087	3806	15
10447	9578	21
12	4382	20
24127	341	5
623	651	4
658	5536	8
105	8831	6
136	2080	22
6980	937	35
105	4733	1
2152	4244	11
290	3504	2
101	7230	19
8	2176	23
102	6967	14
111	2180	3
342	4560	11
21832	7753	5
200	1949	6
2275	1644	31
14018	8914	12
429	1432	18
212	1182	1
101	2109	15
119	5937	30
119	9674	32
3675	5763	6
152	8807	31
906	6382	14
12	147	8
142	9978	1
14	694	24
14	4922	16
209	86	4
108	2637	4
126	3222	0
101	7231	7
9	3463	18
1356	3485	9
133	8777	23
12	7764	13
1278	8419	11
175	97	1
109	2601	2
13032	9111	10
728	2616	16
275	163	11
144	8665	0
194	1132	32
907	2275	28
202	9832	26
101	4753	22
115	7346	22
1255	202	9
8	3628	11
108	7532	4
180	3180	33
13621	5249	7
102	4713	36
14	3898	21
5724	898	16
12	2769	7
586	7132	11
117	8238	33
5346	2429	7
201	8516	8
198	1713	2
16	1646	27
9302	4395	13
314	2191	17
122	1319	18
160	2245	21
118	2476	36
126	3665	0
6802	3922	11
1472	4073	23
104	2518	20
33127	9237	16
127	8729	5
116	6966	19
332	2973	13
416	6879	16
12	3677	2
2275	8616	1
736	9926	10
106	3144	27
103	9141	15
14	1724	11
177	5365	16
11586	1769	32
101	4849	13
889	409	19
1033	4929	1
957	7667	8
3618	9743	21
924	9074	14
5399	6395	10
103	5688	28
11186	5243	17
14	9048	12
2415	1703	3
108	7279	21
8484	557	0
101	542	15
142	6485	6
195	8793	7
103	4023	13
103	7739	5
106	3371	17
102	3474	29
26119	2292	21
12	2288	10
2745	6255	11
5015	1588	0
1048	4020	1
2647	7855	38
2787	2288	8
7128	2038	8
2667	5291	27
288	4667	24
722	247	7
131	4506	7
11746	7500	17
113	9548	8
638	7875	10
110	2978	2
12	873	32
11014	2566	1
101	9658	10
27956	1504	6
101	2267	2
105	8509	1
115	6004	10
108	970	14
119	1627	27
12	6525	22
695	7776	12
215	5179	4
14	8487	35
805	5262	3
115	6207	7
18026	2070	45
112	4260	9
103	280	8
14	4664	21
112	8515	18
107	9732	21
193	4936	41
104	6778	5
104	8380	27
2326	620	0
102	3349	31
12	7733	2
107	870	4
12	691	17
20691	9197	0
2	7945	0
15682	718	7
104	7727	32
101	3987	22
344	4672	34
108	7727	23
1874	9342	23
3211	4789	2
111	2725	14
233	2587	4
102	9723	3
744	9808	26
108	3079	21
110	2405	2
101	216	27
101	7056	10
3354	2768	21
12	8598	4
104	4306	6
102	9018	17
3383	8458	11
104	3505	9
247	9510	0
101	471	11
101	7348	4
105	4855	22
104	6831	36
31089	5917	19
2766	3503	10
136	1093	6
136	3940	3
121	2931	0
968	1773	25
104	8849	23
421	8877	1
1873	7570	9
12	601	29
111	714	13
57	847	3
5636	243	14
103	5495	14
1649	2342	34
3632	5149	8
105	2587	13
101	1112	31
771	2102	2
15805	8367	4
623	6607	20
727	5336	28
12	3272	33
103	4222	12
14	862	17
101	8506	14
123	6729	23
19388	1287	14
103	8316	11
2225	6835	3
124	5289	28
2750	2038	17
459	5167	41
386	6880	22
114	3250	17
1003	1953	26
102	9623	25
103	2959	38
116	1145	4
122	4619	7
494	5895	4
15187	3694	28
114	6933	7
991	5543	16
102	3896	19
2666	7770	8
335	4471	18
1355	4822	3
2932	1752	13
101	6589	6
134	6312	0
101	9552	6
121	2484	0
105	5659	8
335	8565	21
103	3769	9
8862	8267	16
14	4470	19
104	2397	23
107	6210	15
16	8932	3
235	9917	16
102	115	30
131	4821	21
2992	4378	22
107	4742	22
127	6322	21
102	406	2
15942	1798	0
1364	5555	25
101	3519	14
982	3358	16
2509	93	34
2	1928	21
149	9417	5
105	3830	7
121	3130	0
102	9622	13
2085	3770	30
10257	5857	5
16	298	14
12	7193	26
102	2295	5
753	3757	27
104	6043	6
160	1624	40
101	7794	16
110	6944	14
703	9650	3
955	7001	15
12	3633	24
129	3512	2
14	6117	34
3664	6354	35
2245	7496	8
560	8280	14
9	5926	30
7753	4757	31
4074	7272	8
107	4743	2
312	5024	20
114	1016	8
101	3456	35
104	5880	12
12061	208	10
391	8021	24
129	3738	30
27494	9265	13
139	1419	18
14	6516	30
14	7866	28
882	5725	12
2024	3887	9
101	2834	6
105	8948	5
119	7148	33
5219	9718	0
381	39	26
104	2522	21
1778	8762	10
118	7870	8
123	9132	1
101	4635	1
105	6009	22
103	4957	4
7493	1205	20
8	3169	28
141	8214	8
203	4296	14
429	9229	35
12	1471	13
14	8547	43
12	3742	8
217	7190	1
541	6001	21
394	3227	28
105	5813	12
11675	6817	16
124	4205	16
559	3161	22
112	7758	16
115	7185	7
112	9030	12
117	893	4
29478	6496	27
412	2199	1
125	1329	4
12	7350	10
169	7337	0
148	9090	11
12	8283	10
157	9900	21
2160	1122	5
117	6772	3
110	646	25
106	1515	2
101	2004	7
541	3704	18
106	4684	20
8051	7277	4
101	6077	19
1846	6932	21
117	5010	6
546	6628	10
110	4136	13
516	4403	13
101	9043	10
692	4804	16
20839	1767	28
109	8518	19
114	5048	26
2257	4297	13
161	8966	14
117	7713	38
431	671	0
1293	4716	10
112	2862	6
14	4858	11
8063	2246	6
112	8577	12
111	2785	6
8470	8373	15
114	1979	6
115	8315	5
107	1108	33
2	8772	0
283	3911	3
112	6407	16
995	4724	9
102	6930	9
230	132	0
389	6461	1
3689	6639	0
102	6141	14
101	5097	34
116	4534	2
109	6756	5
29270	9018	19
12	3609	10
102	5656	18
28932	2625	24
162	7787	0
17	9874	27
101	3004	2
160	5957	9
104	2665	32
101	7195	20
110	2245	2
14	5429	29
2	1605	27
103	6041	8
31658	6049	8
2428	9326	3
102	2271	23
8445	4757	11
118	4443	1
4848	7408	11
131	7250	2
201	1958	0
118	9118	6
4751	6411	10
223	8790	0
102	2584	23
763	3335	20
106	2584	32
9	6786	1
4468	4729	18
5366	1368	8
1949	4610	11
1245	8868	13
614	598	6
115	8472	15
1804	1390	23
164	9131	39
125	2754	38
101	9172	8
14	685	38
102	9437	21
1903	4252	4
12426	932	10
786	5831	8
2471	5090	7
102	9271	25
107	4226	28
7470	3073	7
1482	6546	20
108	9857	25
117	4187	2
28969	267	11
208	360	1
101	7097	12
105	8758	27
14	766	17
101	5811	23
7613	2695	6
101	1855	31
13087	8410	3
592	1913	4
104	3798	9
114	5077	20
327	1679	13
31113	6291	19
116	1661	14
21982	148	20
241	9480	9
101	9456	6
109	4496	33
23031	5873	4
2102	121	3
136	6721	9
119	3070	16
103	5201	24
115	6865	1
14	5885	13
134	6408	0
115	4592	4
420	269	24
121	2771	0
7915	7262	23
658	1251	11
158	9002	9
30068	6362	3
120	1532	11
3337	2586	11
2752	7889	31
135	1388	3
716	6553	9
1478	347	0
112	832	17
7942	6957	13
3876	1448	2
106	2856	29
117	4985	30
125	2583	7
779	2444	23
109	7488	11
16720	6342	26
12	3827	6
28436	6601	15
109	5729	14
17881	8976	19
9	422	10
1039	8173	1
107	7850	27
799	4279	10
12934	6882	10
4524	3568	17
101	6974	14
4352	9650	25
500	7056	9
183	5458	31
9705	9824	0
102	9557	7
103	3430	38
113	1259	1
12817	8252	6
123	2211	11
110	171	21
101	2326	12
112	5350	19
11553	3806	17
108	1481	2
6713	7846	8
1795	4251	10
1694	4896	0
104	5372	6
12	2364	16
414	6364	21
3412	5138	15
102	1919	2
12	1491	23
102	4413	8
4200	907	1
120	3448	16
102	8733	19
104	5691	6
4322	9694	0
128	3792	17
108	2564	25
158	5039	12
660	8235	8
108	6765	13
541	920	5
116	1945	6
9	1802	22
196	4305	0
108	2329	40
22253	3064	18
115	9789	21
748	2052	6
13	7627	11
101	2195	11
101	3933	9
29645	7495	15
10194	7230	10
7368	8566	7
12	3730	9
813	5789	9
13942	6459	6
237	4991	5
14	7554	42
12	9203	1
32512	4018	21
410	9897	20
866	8797	6
22252	3409	7
16254	2166	0
241	7309	4
101	3321	3
12	2845	29
120	3772	1
12	4528	16
790	6764	15
104	5944	23
107	2760	8
1415	8707	11
16061	104	20
122	5479	0
4135	6919	8
926	1139	1
160	4898	20
408	3371	14
14	7256	27
116	142	36
272	6468	21
243	7051	10
14	1808	10
14	3121	15
8768	9031	7
12	1908	12
586	3377	17
109	7683	24
5810	9454	4
19254	2779	14
248	7224	3
12929	6372	27
105	8031	8
106	8140	24
112	8296	17
239	9787	14
118	9535	15
25976	9025	20
159	8452	23
104	7903	6
113	7392	3
572	9014	12
928	1661	25
102	6942	8
103	9267	4
124	7111	22
3639	5761	28
101	5495	6
103	5119	1
199	8756	1
26445	6324	17
6416	7922	5
1452	1055	9
4563	9909	8
102	1497	13
189	523	29
490	7022	29
12	1680	4
151	6828	3
8	6437	25
105	2332	22
105	6288	30
101	6716	11
315	7753	3
14	444	22
639	2376	19
1662	4059	14
14	9753	7
1898	2822	6
722	4084	3
246	6538	1
102	4281	27
656	1857	15
110	878	16
5949	4414	25
103	7218	26
133	8698	34
103	2672	16
14	8819	15
103	3163	14
377	5305	25
423	2351	19
14	9441	42
102	6204	20
23112	8283	9
9	5152	17
2128	644	29
12197	9475	1
3474	2434	20
8784	9145	13
12733	5919	12
112	110	12
3996	3577	7
295	9283	6
9	8018	35
9	4833	3
592	5469	7
16856	8499	10
4918	8717	4
15677	1472	0
738	7711	22
12951	4164	7
328	2789	14
101	2168	19
190	998	29
110	453	10
1261	7085	5
105	2772	6
21061	493	17
326	5327	8
103	6487	2
11623	6608	25
106	9923	2
1358	825	10
3473	3188	28
12	2487	19
286	2342	26
114	1435	31
16506	4418	0
21914	3416	44
12	6937	7
127	4381	13
604	488	16
747	8267	5
1162	2638	6
137	3309	18
5547	4303	40
12557	5114	24
10493	4710	2
102	1331	1
111	414	33
106	3755	8
101	414	22
105	6559	14
2409	4164	35
580	800	23
2467	952	8
1420	1869	29
1051	4477	11
12	2260	25
102	3510	14
7035	3718	40
119	85	2
115	1848	25
117	9564	6
23408	2921	28
600	1246	8
14711	4163	23
24098	8713	13
101	4691	8
101	9140	19
272	1228	2
184	9131	46
104	5972	13
5048	4790	14
102	4757	3
3155	2245	37
139	3811	10
173	7274	2
321	1562	15
14	5113	26
101	5688	20
3553	3689	15
101	415	2
119	9301	13
22962	9549	3
187	5546	16
154	2117	5
11169	2614	1
4933	1927	22
635	8908	18
105	5936	11
32872	2673	13
20808	1806	2
5207	9443	13
2484	3693	21
13	5766	20
138	8707	24
130	5146	8
4824	7232	5
103	2942	20
17878	8213	6
126	3382	0
22594	8794	11
639	7237	11
6270	6589	11
124	2151	6
4150	5313	23
7024	1928	25
325	9575	29
14	4762	16
111	9733	9
102	9695	16
910	1387	4
1791	7059	1
2502	9351	2
156	1098	1
101	9011	17
115	6969	8
133	8716	11
203	6927	6
28879	2671	6
1401	326	12
933	2890	23
12	5333	8
1908	108	45
175	3374	6
184	5564	14
1882	180	13
164	5992	13
2858	2326	6
30606	3782	23
2437	3178	4
57	7064	0
18130	6220	0
355	48	6
111	2676	26
110	2129	10
8	6589	16
442	5748	11
3311	3443	19
655	1233	6
14	9635	18
108	4533	14
128	9350	29
2557	9278	6
116	2959	7
1162	3670	11
32749	7845	7
12	7937	10
191	3634	9
694	8474	2
8	7218	4
106	6975	13
814	6913	28
3617	8336	13
106	7734	15
1106	5092	5
124	9360	3
20402	5224	15
119	1326	5
101	1857	27
85	4988	2
101	5837	19
124	720	14
136	6555	7
12	6664	8
307	6762	3
108	4490	35
3338	8718	22
804	9848	0
279	8303	33
1370	3475	12
101	811	19
14	5990	21
309	985	16
1086	5071	2
57	2358	20
125	7341	31
1189	688	24
255	5163	2
104	1417	8
21507	1315	15
1051	5703	26
9	8501	11
102	1635	24
104	7873	25
902	4772	2
17197	4642	15
834	2187	36
14	6601	16
1080	1156	3
12	29	42
1045	1752	12
14	9508	16
108	4402	12
460	4258	16
6548	8515	21
12	1898	19
109	5436	2
5919	3927	4
12	1679	15
490	1554	25
101	4774	15
19697	4738	2
103	6436	19
101	2542	30
110	1949	5
101	8868	8
313	9438	12
125	4163	12
127	5506	2
393	4937	11
302	8256	10
817	4456	27
2	7683	49
1364	1029	29
109	6013	20
6516	2707	7
12	2028	5
113	9499	10
2597	3955	3
109	5215	8
3424	3660	32
201	1750	0
659	3197	18
120	936	5
107	2774	23
3320	2921	16
1757	1674	20
6599	7048	1
12530	8436	9
150	6424	17
16	5055	2
15491	616	31
207	501	1
104	9038	7
1581	8090	0
572	1034	0
2020	3081	23
103	2094	13
348	6228	12
175	4096	33
14	3404	26
1584	2071	10
263	2954	13
115	3178	13
1492	2216	1
370	4848	7
125	8237	17
12	6593	12
1622	6815	30
102	2785	17
118	3590	8
101	2270	35
722	7821	12
5232	7822	11
101	5345	11
103	997	4
488	2662	18
103	9102	23
102	7906	13
